track_id,album_id,artist_id,track,artist,album_name,played_at,duration_ms,plays,dt,unique_days_score,track_score,artist_score,album_score,track_mins,time,period,month,day,unique_days,dur_cum_tr,most_freq_per_tr,track_first_dt,track_last_dt,track_days,dur_cum_art,num_tracks,num_alben,fav_track,most_freq_per_ar,most_freq_dt,section
5OJCbL1RVFYSw07C9e0QUS,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Lemmings (Including Cog) - Remastered 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-08T14:54:24,696520,7,2026-05-08,9.0,22.62,1286.92,674.564,11.61,14:54,afternoon,5,8,6,81.27,afternoon,2026-05-03,2026-05-14,"3,5,6,8,9,14",823.86,36,8,Man-Erg - Remastered 2021,afternoon,2026-05-11,3
2bI94nOOcNeRxccUF9y8aH,3RFenjlpdmIfkYATMdkbak,7siPLyFwRFYQkKgWKJ5Sod,Shakin',The Dandy Warhols,Thirteen Tales From Urban Bohemia,2026-05-09T02:45:02,235960,3,2026-05-09,4.5,11.32,541.93,270.60099999999994,3.93,02:45,night,5,9,3,11.79,evening,2026-05-08,2026-05-10,"8,9,10",214.5,31,9,Bohemian Like You,evening,2026-05-08,3
2Ww4wLrJz3l6aIVNBVEqg1,4RD4REp6RE2kVZ96Uf1TgB,4lianjyuR1tqf6oUX8kjrZ,Mesopotamia - Live 1988 / Remastered 2020,Franco Battiato,Giubbe Rosse (Deluxe 30th Anniversary Live & Remastered Edition / Remastered 2020),2026-05-12T19:12:04,263053,1,2026-05-12,1.5,5.02,838.29,207.978,4.38,19:12,evening,5,12,1,4.38,evening,2026-05-12,2026-05-12,12,310.68,51,17,Sequenze E Frequenze - Live 1988 / Remastered 2020,evening,2026-05-12,3
3JLItZsgZGc5hdgocrHu0y,4irlewoGTUPndEinKcavLF,02frazNrWgZCxUEf4UTfHt,"A Louse Is Not A Home - Live, 2005 Digital Remaster",Van Der Graaf Generator,Godbluff,2026-05-06T08:05:36,767880,1,2026-05-06,1.5,6.43,1286.92,206.663,12.8,08:05,morning,5,6,1,12.8,morning,2026-05-06,2026-05-06,6,823.86,36,8,Man-Erg - Remastered 2021,afternoon,2026-05-11,3
4E8lIpvBpdbrsmLNkqE3pq,2U4JHXMiBxsKH4dnYEQg2g,7AC976RDJzL2asmZuz7qil,Eastern Numbers - Early Version of Awaken,Yes,Going for the One (Deluxe Edition),2026-05-13T13:38:55,736933,1,2026-05-13,1.5,6.38,639.76,178.926,12.28,13:38,afternoon,5,13,1,12.28,afternoon,2026-05-13,2026-05-13,13,315.55,26,8,Into the Lens,afternoon,2026-05-13,3
1H7gMYGykdtwZOV6s1N0by,50o7kf2wLwVmOTVYJOTplm,3WrFJ7ztbogyGnTHbHJFl2,Norwegian Wood (This Bird Has Flown) - Remastered 2009,The Beatles,Rubber Soul (Remastered 2009),2026-05-07T04:14:50,124693,1,2026-05-07,1.5,4.18,174.88,3.55,2.08,04:14,night,6,7,1,2.08,night,2026-05-07,2026-05-07,7,47.39,11,7,Everybody's Got Something To Hide Except Me And My Monkey - Remastered 2009,evening,2026-05-05,1
62gugu7a8YlQDhbAt41Wyy,2PCEOY4qPikMSRr3wix9V6,7AC976RDJzL2asmZuz7qil,Tempus Fugit,Yes,In a Word: Yes (1969 – ),2026-05-13T19:48:09,315426,1,2026-05-13,1.5,5.25,639.76,17.576,5.26,19:48,evening,6,13,1,5.26,evening,2026-05-13,2026-05-13,13,315.55,26,8,Into the Lens,afternoon,2026-05-13,1
1RDva71oSm8zSnRLMQm6Gx,2CNEkSE8TADXRT2AzcEt1b,3oDbviiivRWhXwIE8hxkVV,Pet Sounds,The Beach Boys,Pet Sounds,2026-05-05T12:18:31,157666,2,2026-05-05,3.0,7.75,35.72,12.428,2.63,12:18,afternoon,6,5,2,5.26,afternoon,2026-05-05,2026-05-06,"5,6",7.42,2,2,Pet Sounds,afternoon,2026-05-06,1
6RtyDR21q21OXaoKXoAsJK,0xM84XzqFGTDsFjPgCrXh9,0f3kLT4wvi2mFHlHJgV8Hl,The Lion's Mouth - Beast Mix,Kajagoogoo,Islands,2026-05-07T12:59:29,339240,3,2026-05-07,4.5,11.84,1114.0,703.959,5.65,12:59,afternoon,6,7,3,16.950000000000003,evening,2026-05-05,2026-05-07,"5,6,7",317.0,26,5,The Lion's Mouth,afternoon,2026-05-07,1
5TGBpTDgnaCDf0zOQAmkWK,3RFenjlpdmIfkYATMdkbak,7siPLyFwRFYQkKgWKJ5Sod,Nietzsche,The Dandy Warhols,Thirteen Tales From Urban Bohemia,2026-05-10T13:50:09,340626,2,2026-05-10,3.0,8.77,541.93,270.60099999999994,5.68,13:50,afternoon,6,10,2,11.36,evening,2026-05-08,2026-05-10,"8,10",214.5,31,9,Bohemian Like You,evening,2026-05-08,1
1o1pQLvKMNqkeLYWGrlA4d,6iVOz2hudE6dv5Yrcsw2c9,22bE4uQ6baNwSHPVcDxLCe,Dancing With Mr. D,The Rolling Stones,Goats Head Soup (Remastered 2009),2026-05-14T16:04:14,292360,1,2026-05-14,1.5,5.16,387.5,19.512,4.87,16:04,afternoon,6,14,1,4.87,afternoon,2026-05-14,2026-05-14,14,144.29,32,20,Monkey Man - Remastered 2019,evening,2026-05-12,1
0jYpOvA5P19kn9a4aA4zqE,3bV0ucrpo1ZFBowxXeMilJ,4lianjyuR1tqf6oUX8kjrZ,L'Isola Elefante,Franco Battiato,Joe Patti's Experimental Group,2026-05-06T15:05:43,293486,2,2026-05-06,3.0,8.57,838.29,14.932,4.89,15:05,afternoon,6,6,2,9.78,afternoon,2026-05-06,2026-05-07,"6,7",310.68,51,17,Sequenze E Frequenze - Live 1988 / Remastered 2020,evening,2026-05-12,1
6RtyDR21q21OXaoKXoAsJK,0xM84XzqFGTDsFjPgCrXh9,0f3kLT4wvi2mFHlHJgV8Hl,The Lion's Mouth - Beast Mix,Kajagoogoo,Islands,2026-05-05T21:20:52,339240,3,2026-05-05,4.5,11.84,1114.0,703.959,5.65,21:20,evening,6,5,3,16.950000000000003,evening,2026-05-05,2026-05-07,"5,6,7",317.0,26,5,The Lion's Mouth,afternoon,2026-05-07,1
0suLngfo7rJoetk7Ub6N8l,0ETFjACtuP2ADo6LFhL6HN,3WrFJ7ztbogyGnTHbHJFl2,Octopus's Garden - Remastered 2009,The Beatles,Abbey Road (Remastered),2026-05-05T20:05:47,170720,2,2026-05-05,3.0,7.85,174.88,12.697,2.85,20:05,evening,6,5,2,5.7,morning,2026-05-05,2026-05-07,"5,7",47.39,11,7,Everybody's Got Something To Hide Except Me And My Monkey - Remastered 2009,evening,2026-05-05,1
1mQfOP1tzGdI028njHAsWG,0B840ackxxJhZFcN2k6pGk,02frazNrWgZCxUEf4UTfHt,W - 2000 Digital Remaster,Van Der Graaf Generator,The Box,2026-05-11T20:33:30,268400,1,2026-05-11,1.5,5.05,1286.92,38.741,4.47,20:33,evening,6,11,1,4.47,evening,2026-05-11,2026-05-11,11,823.86,36,8,Man-Erg - Remastered 2021,afternoon,2026-05-11,1
7jPtn8K7McEjE1G3Z69qhd,0b33cACjsSPVBchGgsFGMu,4lianjyuR1tqf6oUX8kjrZ,Il Potere Del Canto,Franco Battiato,Universi paralleli di Franco Battiato,2026-05-09T13:35:29,243973,1,2026-05-09,1.5,4.93,838.29,163.939,4.07,13:35,afternoon,6,9,1,4.07,afternoon,2026-05-09,2026-05-09,9,310.68,51,17,Sequenze E Frequenze - Live 1988 / Remastered 2020,evening,2026-05-12,1
3M0QK0bYdiGMu6JNoPk8YG,2pTyJZOTqFYn2UPP30zZNl,5l8VQNuIg0turYE1VtM9zV,Bird on the Wire,Leonard Cohen,Songs From A Room,2026-05-05T19:33:26,208616,1,2026-05-05,1.5,4.75,12.75,4.369,3.48,19:33,evening,6,5,1,3.48,evening,2026-05-05,2026-05-05,5,3.48,1,1,Bird on the Wire,evening,2026-05-05,1
1l89u8dBPpEAHVSY45OVaV,0xM84XzqFGTDsFjPgCrXh9,0f3kLT4wvi2mFHlHJgV8Hl,Turn Your Back on Me,Kajagoogoo,Islands,2026-05-05T20:27:01,241293,4,2026-05-05,6.0,14.26,1114.0,703.959,4.02,20:27,evening,6,5,4,16.08,evening,2026-05-05,2026-05-15,"5,6,11,15",317.0,26,5,The Lion's Mouth,afternoon,2026-05-07,1
76MTIfR8jEZ5T0yEP5qIvt,7Jzr8zL3EqWQQJhFMtRoti,4cP0bprQSFtZdI9QEKKZA3,Cat Walk,Mal Waldron,The Cat I Saw Yesterday,2026-05-05T07:27:09,416653,2,2026-05-05,3.0,9.05,31.1,16.837,6.94,07:27,morning,6,5,2,13.88,morning,2026-05-05,2026-05-06,"5,6",13.88,1,1,Cat Walk,morning,2026-05-05,1
2WLsPVRPaBHARiMptJwMsn,0b33cACjsSPVBchGgsFGMu,4lianjyuR1tqf6oUX8kjrZ,Running Against The Grain,Franco Battiato,Universi paralleli di Franco Battiato,2026-05-09T13:05:29,222106,2,2026-05-09,3.0,8.2,838.29,163.939,3.7,13:05,afternoon,6,9,2,7.4,afternoon,2026-05-06,2026-05-09,"6,9",310.68,51,17,Sequenze E Frequenze - Live 1988 / Remastered 2020,evening,2026-05-12,1
2hDMI3I7WGgHmP4EGAk7la,3AQgdwMNCiN7awXch5fAaG,2x9SpqnPi8rlE9pjHBwmSC,Houses in Motion - 2005 Remaster,Talking Heads,Remain in Light (Deluxe Version),2026-05-10T21:17:53,273200,1,2026-05-10,1.5,5.06,49.87,4.906999999999999,4.55,21:17,evening,6,10,1,4.55,evening,2026-05-10,2026-05-10,10,14.54,3,3,Animals - 2005 Remaster,evening,2026-05-10,1
1AZ5G23Kcn9h5Awws5Ekf3,6CvGnsHhBjVvGKgmIkpLMs,5GXruybcLmXPjR9rKKFyS6,The Cat,Jimmy Smith,The Cat,2026-05-06T01:13:57,204093,2,2026-05-06,3.0,8.07,55.66,13.338,3.4,01:13,night,6,6,2,6.8,evening,2026-05-06,2026-05-07,"6,7",22.9,2,2,Back At The Chicken Shack,evening,2026-05-06,1
5DJjwPtvPNARWVyzIdFnef,4irlewoGTUPndEinKcavLF,02frazNrWgZCxUEf4UTfHt,Scorched Earth - 2005 Digital Remaster,Van Der Graaf Generator,Godbluff,2026-05-12T20:28:09,583080,4,2026-05-12,6.0,15.54,1286.92,206.663,9.72,20:28,evening,6,12,4,38.88,evening,2026-05-06,2026-05-12,"6,8,11,12",823.86,36,8,Man-Erg - Remastered 2021,afternoon,2026-05-11,1
43SkTJJ2xleDaeiE4TIM70,0bJMFJ2XQwpO5nKTrYdUtX,22bE4uQ6baNwSHPVcDxLCe,Walking The Dog,The Rolling Stones,The Rolling Stones,2026-05-05T09:46:26,189186,3,2026-05-05,4.5,11.03,387.5,29.719999999999995,3.15,09:46,morning,6,5,3,9.45,morning,2026-05-05,2026-05-08,"5,6,8",144.29,32,20,Monkey Man - Remastered 2019,evening,2026-05-12,1
69WzNkdbqaJEK6XanOkB4P,2xJFvV7JzoYYMere5rqjVf,4X42BfuhWCAZ2swiVze9O0,The Raven That Refused to Sing,Steven Wilson,The Raven That Refused to Sing (and Other Stories),2026-05-06T01:00:27,477104,2,2026-05-06,3.0,9.25,71.92,44.638,7.95,01:00,night,6,6,2,15.9,night,2026-05-05,2026-05-06,"5,6",50.98,5,1,The Raven That Refused to Sing,morning,2026-05-12,1
0KvGvUJAPTHtiyCtEnfXCm,6KUBy7zjq9mkKRR7CJSGBM,7K2LDhsZ8A4LKlLPPpcKFS,Nymphenburger,East Of Eden,Snafu,2026-05-02T17:33:15,375693,1,2026-05-02,1.5,5.47,27.35,5.707,6.26,17:33,afternoon,6,2,1,6.26,afternoon,2026-05-02,2026-05-02,2,14.77,2,2,In the Stable of the Sphinx,afternoon,2026-05-03,2
5GdmKwHrXRfGT40ZGs0W5R,0xM84XzqFGTDsFjPgCrXh9,0f3kLT4wvi2mFHlHJgV8Hl,Big Apple,Kajagoogoo,Islands,2026-05-09T08:15:17,249546,6,2026-05-09,7.5,18.39,1114.0,703.959,4.16,08:15,morning,6,9,5,24.96,morning,2026-05-05,2026-05-11,"5,6,7,9,11",317.0,26,5,The Lion's Mouth,afternoon,2026-05-07,2
1d6WoMWzq2YTfGxUP94Rgy,6vUUBFECAo0oLUWfjqmXtZ,1MD5pgVzlusqGyuSTcTxvu,Bandiera Bianca,Premiata Forneria Marconi,Live In Japan 2002,2026-05-02T18:59:04,241826,5,2026-05-02,4.5,14.07,311.22,59.467,4.03,18:59,evening,6,2,3,20.15,morning,2026-05-02,2026-05-04,"2,3,4",119.88,11,9,Bandiera Bianca,morning,2026-05-03,2
50xWWpeoaSFYmR6IY2kTlI,18QlJWuxHQ1IGQ52qf8T1m,0f3kLT4wvi2mFHlHJgV8Hl,Ooh to Be Ah,Kajagoogoo,The Very Best Of Kajagoogoo,2026-05-07T16:14:57,215146,1,2026-05-07,1.5,4.78,1114.0,43.09,3.59,16:14,afternoon,6,7,1,3.59,afternoon,2026-05-07,2026-05-07,7,317.0,26,5,The Lion's Mouth,afternoon,2026-05-07,2
3mHj3cBY3bKYuMb3z0lRVS,0c2eDi1S58XzaqxwOC1FMZ,762310PdDnwsDxAQxzQkfX,Personal Jesus - Acoustic,Depeche Mode,"Violator | The 12"" Singles",2026-05-04T13:46:17,206708,1,2026-05-04,1.5,4.73,103.54,4.346,3.45,13:46,afternoon,6,4,1,3.45,afternoon,2026-05-04,2026-05-04,4,54.55,10,7,Waiting for the Night,afternoon,2026-05-04,2
0MSYmBxKuO7gC6tL5iDqV4,0xM84XzqFGTDsFjPgCrXh9,0f3kLT4wvi2mFHlHJgV8Hl,Islands,Kajagoogoo,Islands,2026-05-11T14:15:15,291480,2,2026-05-11,3.0,8.55,1114.0,703.959,4.86,14:15,afternoon,6,11,2,9.72,evening,2026-05-05,2026-05-11,"5,11",317.0,26,5,The Lion's Mouth,afternoon,2026-05-07,2
16q0i1YK2y41gMeJrBFXnv,4ahL5vlNhi3Ob0c6syAMSg,31oFtS8VXHkm8YVypYsw89,Así Soy Yo,Mezquita,Califas del Rock,2026-05-04T01:07:59,236240,2,2026-05-04,3.0,8.27,269.48,106.742,3.94,01:07,night,6,4,2,7.88,morning,2026-05-04,2026-05-13,"4,13",118.94,14,2,Cuentos Arabes,morning,2026-05-13,3
62XI1qJo62w0rvTldCHl9P,37rNuexqEXWeSIOiJtn3A9,3oDbviiivRWhXwIE8hxkVV,Vegetables - Remastered 2001,The Beach Boys,Smiley Smile (Remastered),2026-05-06T14:36:36,129360,1,2026-05-06,1.5,4.22,35.72,3.602,2.16,14:36,afternoon,6,6,1,2.16,afternoon,2026-05-06,2026-05-06,6,7.42,2,2,Pet Sounds,afternoon,2026-05-06,3
4m1NnqNTUbXO0YDuFPJqJf,7oT1CbeyKlCJOsxmELnMMW,5hlBb5u8K5D8yrL8jwZ7N9,Recuerdos de una noche - En directo 1975,Triana,El patio 40 Aniversario,2026-05-03T16:41:51,284066,1,2026-05-03,1.5,5.12,101.68,54.3,4.73,16:41,afternoon,6,3,1,4.73,afternoon,2026-05-03,2026-05-03,3,57.85,9,2,Abre la puerta,afternoon,2026-05-03,3
5hyRrd5BoYapoY2mTRsnHV,6ELt0QaMOwPGPzfdEXE839,7M1FPw29m5FbicYzS2xdpi,Book Of Saturday,King Crimson,Larks' Tongues In Aspic (Expanded & Remastered Original Album Mix),2026-05-14T20:07:47,175720,1,2026-05-14,1.5,4.55,623.17,29.865,2.93,20:07,evening,6,14,1,2.93,evening,2026-05-14,2026-05-14,14,320.82,37,9,The Devils Triangle,evening,2026-05-09,3
