track,track_id,artist,artist_id,album_id,album_name,track_score,plays,track_unique_days,dur_min,squared
60 Miles an Hour - Radio Edit; 2015 Remaster,0MuNOo4Io9BJnkgJQu4N7L,New Order,0yNLKJebCb8Aueb54LYya3,2ODAEaYlqS88SU4ZZu1bI6,Singles (2016 Remaster),7.6,2,2,3.81,0.0
World (The Price of Love) - Radio Edit; 2015 Remaster,1LI9qxcm3n6iTxPi6fT6HM,New Order,0yNLKJebCb8Aueb54LYya3,2ODAEaYlqS88SU4ZZu1bI6,Singles (2016 Remaster),7.6,2,2,3.7,0.0
Sleepwalk - 2008 Remaster,28tm99nfjgD7zcZ7XrdXty,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,57UuXCYkx1wZW7gfl8hvjB,Vienna (Remastered Definitive Edition),7.6,2,2,3.21,0.0
Doo Doo Doo Doo Doo (Heartbreaker),0f7VY69zhtS20Xm5PVYCm5,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,6iVOz2hudE6dv5Yrcsw2c9,Goats Head Soup (Remastered 2009),7.6,2,2,3.44,0.0
Rocket From A Bottle - 2001 Remaster,3zHiy9GGgpxssEDv4sYzPz,XTC,2qT62DYO8Ajb276vUJmvhz,6sLuXZdrb1cmsAnfrmgbrU,Black Sea,7.6,2,2,3.5,0.0
We Were Set Up,3Fw1rM7G7L91F2WCnEeeyO,Tangerine Dream,1BGN1IdyiSR0ZYrkoKNchl,5EJAJsaHhQYLwVbynpcGkD,"The Music of Grand Theft Auto V, Vol. 2: The Score",7.6,2,2,3.53,0.0
White China - 2009 Remaster,1bVYSVOMiFR6GzOUm7WDi2,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,15BhyErNMCS96rXaeAkMre,Lament (2009 Remaster),7.6,2,2,3.89,0.0
Voglio Vederti Danzare - Mix 2015,3blLWor9bRSmCcrKXUBeVQ,Franco Battiato,4lianjyuR1tqf6oUX8kjrZ,0mq6gm5cbSU2dMNBV06UGB,Anthology - Le Nostre Anime,7.6,2,2,3.47,0.0
Passing Strangers - 2008 Remaster,3caRFTnvIzPw6wlbwsZt2x,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,57UuXCYkx1wZW7gfl8hvjB,Vienna (Remastered Definitive Edition),7.6,2,2,3.85,0.0
Inneres Auge,507zAPw9aVzXyjGaWqS312,Franco Battiato,4lianjyuR1tqf6oUX8kjrZ,0mq6gm5cbSU2dMNBV06UGB,Anthology - Le Nostre Anime,7.6,2,2,3.7,0.0
The Lion's Mouth,7zacyKvVMUsjbtvMiJPWlw,Kajagoogoo,0f3kLT4wvi2mFHlHJgV8Hl,0xM84XzqFGTDsFjPgCrXh9,Islands,7.6,2,2,3.6,0.0
Paper - 2005 Remaster,57jZdOq1zVM3GiFLumETkE,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,5dVZpNJraoqCo3BssinMoo,Fear of Music (Deluxe Version),7.6,2,2,2.64,0.0
Memories Can't Wait - 2005 Remaster,4Gw9ACmKi3O2vP8UwJqF0M,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,5dVZpNJraoqCo3BssinMoo,Fear of Music (Deluxe Version),7.6,2,2,3.5,0.0
Un'Altra Vita - Mix 2015,5Eu8z1aWw4lLCZzYYKql5o,Franco Battiato,4lianjyuR1tqf6oUX8kjrZ,0mq6gm5cbSU2dMNBV06UGB,Anthology - Le Nostre Anime,7.6,2,2,3.07,0.0
Krafty - Single Edit; 2015 Remaster,3GPMclL9sqQ88OrU2dDRK4,New Order,0yNLKJebCb8Aueb54LYya3,2ODAEaYlqS88SU4ZZu1bI6,Singles (2016 Remaster),7.6,2,2,3.78,0.0
The Ascent - 2008 Remaster,0eZ6clLIrnLZmeauR470Ev,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,5ueP8JeD2SeNSYzX7ybnPc,Rage in Eden,7.6,2,2,2.33,0.0
Ventilator Blues,74mpiRPDd2rFeBR1Yl60I3,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,5U4dnRZsfW8NmwBBkELFPh,Exile On Main Street (2010 Re-Mastered),7.6,2,2,3.41,0.0
Waiting for the Sirens' Call - Rich Costey Radio Version; 2015 Remaster,1Z2Eh6u6WQrjzz4W0CeXz9,New Order,0yNLKJebCb8Aueb54LYya3,2ODAEaYlqS88SU4ZZu1bI6,Singles (2016 Remaster),7.6,2,2,3.86,0.0
Air - 2005 Remaster,6XvpjZugZzMHa2nZ1uPOka,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,5dVZpNJraoqCo3BssinMoo,Fear of Music (Deluxe Version),7.6,2,2,3.57,0.0
The Song (We Go) - 2009 Remaster,0MPnhzitW4BXj6OX9WoJg7,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,48e5bZFgvlWlVN8KVdaNON,Quartet (2009 Remaster),7.6,2,2,4.0,0.0
Tutto L'Universo Obbedisce All'Amore,0jy9magaYSgS6rF8ARVrUe,Franco Battiato,4lianjyuR1tqf6oUX8kjrZ,0mq6gm5cbSU2dMNBV06UGB,Anthology - Le Nostre Anime,7.6,2,2,3.46,0.0
L'Isola Elefante 2015,6p2Jwu1CS0LQncbh0rKOvI,Franco Battiato,4lianjyuR1tqf6oUX8kjrZ,0mq6gm5cbSU2dMNBV06UGB,Anthology - Le Nostre Anime,7.6,2,2,2.84,0.0
Jetstream - Radio Edit; 2015 Remaster,12bEqaMQnhHi5GZQwUHGJj,New Order,0yNLKJebCb8Aueb54LYya3,2ODAEaYlqS88SU4ZZu1bI6,Singles (2016 Remaster),7.6,2,2,3.76,0.0
Life During Wartime - 2005 Remaster,7CqleiaEqHVazV19P532X9,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,5dVZpNJraoqCo3BssinMoo,Fear of Music (Deluxe Version),7.6,2,2,3.69,0.0
Prospettiva Nevski - Mix 2015,1CUoqMoRE8A8ZKahFdt2xA,Franco Battiato,4lianjyuR1tqf6oUX8kjrZ,0mq6gm5cbSU2dMNBV06UGB,Anthology - Le Nostre Anime,7.6,2,2,3.57,0.0
Das Mädchen auf der Treppe - From 'Tatort' Original Television Soundtrack,0bnJOdcSRObdwGX3SSlcRP,Tangerine Dream,1BGN1IdyiSR0ZYrkoKNchl,0ePJ5EyUzkPWv9Bdv5rxOY,White Eagle (Deluxe Version / Remastered 2020),7.6,2,2,3.88,0.0
Back Street Girl,2WRV9CuTU1v3FM3GqlQFtL,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,6zUGj6iIU30nuPTEoqbD9n,Between The Buttons (UK Version),7.6,2,2,3.45,0.0
I Zimbra - 2005 Remaster,2zdlkG9g5Mt0alUdqn7s3D,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,5dVZpNJraoqCo3BssinMoo,Fear of Music (Deluxe Version),7.6,2,2,3.15,0.0
Sleepwalk - 2008 Remaster,5CSYusN289NZHyU6TXcPiI,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,2QDolqCMmtvKMT3EEQKFAv,The Very Best of Ultravox,7.6,2,2,3.21,0.0
"Thieves like Us - 7"" Promo Edit; 2015 Remaster",7i3VcCx9tvMKjWcPjf57eu,New Order,0yNLKJebCb8Aueb54LYya3,2ODAEaYlqS88SU4ZZu1bI6,Singles (2016 Remaster),7.6,2,2,3.94,0.0
Electric Guitar - 2005 Remaster,04xgGiUefNOWhtcQQx5Kzg,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,5dVZpNJraoqCo3BssinMoo,Fear of Music (Deluxe Version),7.6,2,2,3.02,0.0
100 Years Ago - Remastered,58TvHfaC4Hvf8IfkxT9BFq,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,6iVOz2hudE6dv5Yrcsw2c9,Goats Head Soup (Remastered 2009),7.6,2,2,3.97,0.0
Sittin' On A Fence,2DL6pZw0UBIMaPfdYbNWtd,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,0z2AF60sMpBcIrWh797cBi,Flowers,7.6,2,2,3.05,0.0
Mommy Daddy You and I,05eaIeCrkwpg5baqqL7Yqc,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,6iOPhFscLxdpzGug0qxpcZ,Naked,7.6,2,2,3.97,0.0
Passing Strangers - 2008 Remaster,4Za7lrWdCJXKtHzN7w5kiE,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,2QDolqCMmtvKMT3EEQKFAv,The Very Best of Ultravox,7.6,2,2,3.85,0.0
Covered In You,0vSBTJalfOB6oyIHNMqG2t,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,6jfU2DEetUUo8nmxrzwkhc,Foreign Tongues,6.884610753295036,3,1,4.53,0.06221378918752606
All Day Long,3fpPXbov1Tfv4gNWn7iGeF,New Order,0yNLKJebCb8Aueb54LYya3,0PSWY4XyjTWppfBb0tBtqu,Brotherhood (Collector's Edition),5.439053060167771,2,1,5.2,0.13118213223374559
One Small Day - Single Version,6r5u9BdzzqP5mp7bCatMn0,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,2QDolqCMmtvKMT3EEQKFAv,The Very Best of Ultravox,5.374073829458834,2,1,4.6,0.06988097118757938
The Thin Wall - Single Version,51yshIyOkA4XTV8ESCAxCy,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,2QDolqCMmtvKMT3EEQKFAv,The Very Best of Ultravox,5.355310808121849,2,1,4.44,0.05218000766212133
Hymn - Single Version,6Akvn4fF4L3y8g0SrMHwIM,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,2QDolqCMmtvKMT3EEQKFAv,The Very Best of Ultravox,5.354115768156691,2,1,4.43,0.0510526114685767
The Voice - Single Version,0VK6qrYGJCQm4c2vGXiiX9,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,2QDolqCMmtvKMT3EEQKFAv,The Very Best of Ultravox,5.349308478962611,2,1,4.39,0.04651743298359468
Bizarre Love Triangle,6wVViUl2xSRoDK2T7dMZbR,New Order,0yNLKJebCb8Aueb54LYya3,0PSWY4XyjTWppfBb0tBtqu,Brotherhood (Collector's Edition),5.349308478962611,2,1,4.39,0.04651743298359468
Visions in Blue - Single Version,1cf3Y9jn02odPxmurEIr0R,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,2QDolqCMmtvKMT3EEQKFAv,The Very Best of Ultravox,5.3296310449272974,2,1,4.23,0.027953815969148133
Dancing with Tears in My Eyes - Single Version,7yZ5B35kyyxIp0WI8dTsXy,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,2QDolqCMmtvKMT3EEQKFAv,The Very Best of Ultravox,5.320786977971238,2,1,4.16,0.019610356576640713
We Came to Dance - Single Version,6HLda9oV4DJcMHKM67Hbr0,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,2QDolqCMmtvKMT3EEQKFAv,The Very Best of Ultravox,5.319511405755039,2,1,4.15,0.01840698656135816
Way of Life,4GzoUsQcVpe3HhzKEaGsEG,New Order,0yNLKJebCb8Aueb54LYya3,0PSWY4XyjTWppfBb0tBtqu,Brotherhood (Collector's Edition),5.313087084672897,2,1,4.1,0.012346306295185615
Paradise,0vNeV6bl2TyXjKKJRwnVrG,New Order,0yNLKJebCb8Aueb54LYya3,0PSWY4XyjTWppfBb0tBtqu,Brotherhood (Collector's Edition),5.3,2,1,3.88,0.0
Le Sacre Sinfonie Del Tempo,3GtO8pwjtqT5GiCDH5VUar,Franco Battiato,4lianjyuR1tqf6oUX8kjrZ,0mq6gm5cbSU2dMNBV06UGB,Anthology - Le Nostre Anime,5.3,2,1,3.78,0.0
Weirdo,2iurA3nSsyC52aowfjY28S,New Order,0yNLKJebCb8Aueb54LYya3,0PSWY4XyjTWppfBb0tBtqu,Brotherhood (Collector's Edition),5.3,2,1,3.87,0.0
My Obsession,4ZBswFafOYNV8hDThYQo6t,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,6zUGj6iIU30nuPTEoqbD9n,Between The Buttons (UK Version),5.3,2,1,3.28,0.0
Broken Promise,5qzOqGo27cXSkDzTGgZaAY,New Order,0yNLKJebCb8Aueb54LYya3,0PSWY4XyjTWppfBb0tBtqu,Brotherhood (Collector's Edition),5.3,2,1,3.82,0.0
As It Is When It Was,0TeyV2MFkfC7bFgUEZg2Pc,New Order,0yNLKJebCb8Aueb54LYya3,0PSWY4XyjTWppfBb0tBtqu,Brotherhood (Collector's Edition),5.3,2,1,3.75,0.0
Mekanïk destruktïw kömmandöh - 2021 remastered,0N9x7vWxv0vcpL90OJbfTG,Magma,5JeJHWfm2ZxNd09hrIf7Zb,12XE52MlgP8Gr7VAdNSPlU,Retrospektïw 1-2-3 (2021 remastered),4.676025901091587,1,1,40.11,1.1526656593310354
"Right Off (feat. Steve Grossman, John McLaughlin, Herbie Hancock, Michael Henderson & Billy Cobham)",5UUwdWNpknUPQEMSRKlkWK,Miles Davis,0kbYTNQb4Pb1rPbbaF0pT4,0xr31or2qYglJpiX6pODjY,A Tribute To Jack Johnson,4.523933498723322,1,1,26.88,0.952544077267529
A Plague Of Lighthouse Keepers (Medley) - 2005 Digital Remaster,5RYh6KA70fdHJtQElMWIna,Van Der Graaf Generator,02frazNrWgZCxUEf4UTfHt,5Lrsef2F6ZHNC5yIUEJouw,Pawn Hearts,4.468149766483252,1,1,23.21,0.8791444295832276
Phaedra - Remastered 2018,6Qx7IRv8VmRTppmnks6fDm,Tangerine Dream,1BGN1IdyiSR0ZYrkoKNchl,6wugThEUTAa6BdI2hsqm5n,Phaedra (Deluxe Version),4.36430297694125,1,1,17.66,0.7425039170279617
Stuff,3RwzDnQnywFapwzIZY90dS,Miles Davis,0kbYTNQb4Pb1rPbbaF0pT4,2lmGOFtczCsoZCzmWORyWt,Miles in the Sky,4.3507222809068855,1,1,17.04,0.7246345801406395
Squid/Octopus,1ZKtEeLpBYk7Lxza660SvC,Van Der Graaf Generator,02frazNrWgZCxUEf4UTfHt,4kpBJuFpZBIuw4PQVxrN4t,H To He Who Am The Only One,4.3120209629577415,1,1,15.39,0.6737117933654486
Pioneers Over C - 2005 Digital Remaster,1ds7igokt8iHhnVtbpuHXW,Van Der Graaf Generator,02frazNrWgZCxUEf4UTfHt,4kpBJuFpZBIuw4PQVxrN4t,H To He Who Am The Only One,4.243774395922042,1,1,12.86,0.5839136788447914
Pioneers Over C - Remastered 2021,6bpg7TNG990JtVkIG6zlRR,Van Der Graaf Generator,02frazNrWgZCxUEf4UTfHt,1n6mujGDmusUYHfuFtZZvJ,"H To He, Who Am The Only One (Deluxe)",4.238418003397891,1,1,12.68,0.5768657939445946
Istanbul Suite,3gxaJtLT5SWKOeUfQpRLOv,Embryo,71TXox3zeu8QPFAiv07Qf4,68LAJiZ3jIjnzoy5cp0KZ8,Istanbul - Casablanca,4.237217370487551,1,1,12.64,0.5752860137994104
All alone,3Q9xkDyP0I11Wc17VVGNcR,Embryo,71TXox3zeu8QPFAiv07Qf4,68LAJiZ3jIjnzoy5cp0KZ8,Istanbul - Casablanca,4.193285659404828,1,1,11.26,0.5174811307958268
Lost: The Dance In Sand And Sea/The Dance In The Frost - 2005 Digital Remaster,5PFGWGJzxRaoKTcWuLlUCE,Van Der Graaf Generator,02frazNrWgZCxUEf4UTfHt,4kpBJuFpZBIuw4PQVxrN4t,H To He Who Am The Only One,4.191933344810371,1,1,11.22,0.5157017694873298
Lost - Remastered 2021,7f79xfhkMFJrDt42o9BfyD,Van Der Graaf Generator,02frazNrWgZCxUEf4UTfHt,1n6mujGDmusUYHfuFtZZvJ,"H To He, Who Am The Only One (Deluxe)",4.190576200510684,1,1,11.18,0.5139160533035313
"Hymn - Steven Wilson 12"" Re-Mix",4nGW4SDFbMO6ENj6mxUo36,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,59I3dti6310mhQu69j6dgz,The Collection (Deluxe Edition),4.175672329512437,1,1,10.75,0.49430569672689056
Marquee Moon,7Me0vOSlJfaPY7Pc4GeItd,Television,0S7Zur2g8YhqlzqtlYStli,630o1rKTDsLeIPreOY1jqP,Marquee Moon,4.171763926661571,1,1,10.64,0.48916306139680393
Dancing with Tears in My Eyes - Special Remix,7tUMnbdZaPU8TtU6fS7n36,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,15BhyErNMCS96rXaeAkMre,Lament (2009 Remaster),4.150085743886374,1,1,10.05,0.46063913669259715
Touched by the Hand of God - A Biff + Memphis Remix,3cVGWQzvNfVyxTC5MP0BDf,New Order,0yNLKJebCb8Aueb54LYya3,7cIIPSmmeDUaChBSJElK78,The Rest of New Order,4.148190478112179,1,1,10.0,0.4581453659370776
Mysterious Semblance At The Strand Of Nightmares - Remastered 2018,55pis8RoK3JumRCZzj31jg,Tangerine Dream,1BGN1IdyiSR0ZYrkoKNchl,6wugThEUTAa6BdI2hsqm5n,Phaedra (Deluxe Version),4.13817976748313,1,1,9.74,0.44497337826727656
Scorched Earth - 2005 Digital Remaster,5DJjwPtvPNARWVyzIdFnef,Van Der Graaf Generator,02frazNrWgZCxUEf4UTfHt,4irlewoGTUPndEinKcavLF,Godbluff,4.137398677793934,1,1,9.72,0.4439456286762285
"The Thin Wall - Steven Wilson 12"" Re-Mix",26SaFlzLTZ4oQQ5rDq8Jx5,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,59I3dti6310mhQu69j6dgz,The Collection (Deluxe Edition),4.135438900371219,1,1,9.67,0.4413669741726562
Hortz fur dëhn stëkëhn west - 2017 Remastered Version,5cX0dK8irfFJisR3Kc76YO,Magma,5JeJHWfm2ZxNd09hrIf7Zb,1hWwZZvGF4CGT9AnSAPXlR,Mekanik destruktiw kommandoh (2017 Remastered Version),4.131885627727893,1,1,9.58,0.43669161543143925
Kiew Mission,3T1X7n3wbmUjOeVSyRKjpL,Tangerine Dream,1BGN1IdyiSR0ZYrkoKNchl,03bSmkQpSZyZUjmnAk4tFe,Exit (Remastered 2020),4.120613614834941,1,1,9.3,0.4218600195196599
"True Faith - Shep Pettibone 12"" Remix",6gIg6yHRojDG9Px3eSIZ3P,New Order,0yNLKJebCb8Aueb54LYya3,0PSWY4XyjTWppfBb0tBtqu,Brotherhood (Collector's Edition),4.110678408395299,1,1,9.06,0.4087873794674987
Nasredin,7lqzASEAHt6O0FnGv4aNyH,Embryo,71TXox3zeu8QPFAiv07Qf4,68LAJiZ3jIjnzoy5cp0KZ8,Istanbul - Casablanca,4.110258750704938,1,1,9.05,0.4082351982959721
Green Chimney's,3l4v3dN6GbDzkHFA4kwESo,Thelonious Monk,4PDpGtF16XpqvXxsrFwQnN,5rA4Fhdeq0an7JZR2JRSDn,Underground,4.108996989722764,1,1,9.02,0.40657498647732077
Academic - Extended Mix,0rp0LgCK6BnYbEn1xj1qzH,New Order,0yNLKJebCb8Aueb54LYya3,7Hm47KQv4uPp1ijUhmyqea,Complete Music,4.106460829029441,1,1,8.96,0.4032379329334743
Emperor In His War-Room: The Emperor/The Room - Early Take,5deHkbVkgHOQ54qjfxRUE6,Van Der Graaf Generator,02frazNrWgZCxUEf4UTfHt,4kpBJuFpZBIuw4PQVxrN4t,H To He Who Am The Only One,4.1013371559012715,1,1,8.84,0.3964962577648308
Mongolenblues,2hpbbHscYlGXjIy16B1GT9,Embryo,71TXox3zeu8QPFAiv07Qf4,68LAJiZ3jIjnzoy5cp0KZ8,Istanbul - Casablanca,4.090877780013037,1,1,8.6,0.38273392106978577
Killer - 2005 Digital Remaster,0xTDAeVrX4Kmmucaeo3VH3,Van Der Graaf Generator,02frazNrWgZCxUEf4UTfHt,4kpBJuFpZBIuw4PQVxrN4t,H To He Who Am The Only One,4.080576618884967,1,1,8.37,0.3691797616907467
Emperor In His War-room: The Emperor/The Room - 2005 Digital Remaster,64xGRKr0uFQ1OIEfps5B1J,Van Der Graaf Generator,02frazNrWgZCxUEf4UTfHt,4kpBJuFpZBIuw4PQVxrN4t,H To He Who Am The Only One,4.077842794144036,1,1,8.31,0.3655826238737331
Killer - Remastered 2021,0TMKja08JBRFwkdpl9IpI3,Van Der Graaf Generator,02frazNrWgZCxUEf4UTfHt,1n6mujGDmusUYHfuFtZZvJ,"H To He, Who Am The Only One (Deluxe)",4.077385238399411,1,1,8.3,0.3649805768413308
Tunnel Of Love,4ZSDreApKOo6eQYFx9qXfD,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,3wvclpO3LJmpSQGQ9gBa2a,Making Movies,4.070920926985327,1,1,8.16,0.35647490392806247
When She Comes,3h7U2x8Xmutn6UMlRjGWTv,Van Der Graaf Generator,02frazNrWgZCxUEf4UTfHt,0kmpQ28yR2OJqnUxhjfRLU,World Record,4.065763537518021,1,1,8.05,0.3496888651552907
Tone,5PS38WcgloUslfvwXBjGPP,Bill Frisell,3SONlwqLIP2GtaMh9pLYe5,1vkLfWBiL2wHMxdGpDCbPC,Rambler,4.063870631984943,1,1,8.01,0.3471981999801887
Movements Of A Visionary - Remastered 2018,76lbYpKnn31T0nnRs5AZXs,Tangerine Dream,1BGN1IdyiSR0ZYrkoKNchl,6wugThEUTAa6BdI2hsqm5n,Phaedra (Deluxe Version),4.0614911627198325,1,1,7.96,0.34406731936820056
One Small Day - Special Remix,62QlhspiD1ioQcmORdMgym,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,15BhyErNMCS96rXaeAkMre,Lament (2009 Remaster),4.056687053222065,1,1,7.86,0.3377461226606123
People on the High Line - Extended Mix,0T5ZpV04Eu6KynTHHcYeHD,New Order,0yNLKJebCb8Aueb54LYya3,7Hm47KQv4uPp1ijUhmyqea,Complete Music,4.056687053222065,1,1,7.86,0.3377461226606123
Da zeuhl wortz mekanïk - 2017 Remastered Version,66ASuE9Az8Rz34DcGPj7VM,Magma,5JeJHWfm2ZxNd09hrIf7Zb,1hWwZZvGF4CGT9AnSAPXlR,Mekanik destruktiw kommandoh (2017 Remastered Version),4.05328766952985,1,1,7.79,0.33327324938138314
One Small Day - Final Mix,4Qlom7UlZcZfXe7VrzJTP8,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,15BhyErNMCS96rXaeAkMre,Lament (2009 Remaster),4.051331423253239,1,1,7.75,0.33069924112268245
Suggestioni Di Un Ritorno In Campagna,2zg2SNJf5P0ifA5lZvrZmn,Banco Del Mutuo Soccorso,4RuYtHjAKBufQRqBUMiOfK,5E9rFAvIQuZD9dLo6FL9wH,Garofano rosso (Colonna sonora originale del film),4.050349510562187,1,1,7.73,0.32940725073972
Nothing but a Fool,0o9S4PHp3FKt2JsKFXf4cE,New Order,0yNLKJebCb8Aueb54LYya3,1INPNU4BLdbKeLQqcYTGnx,Music Complete,4.049857601108381,1,1,7.72,0.3287600014583971
Darkness (11/11) [2005 - Remaster],6EEihoyAbhrobkEJfonlVZ,Van Der Graaf Generator,02frazNrWgZCxUEf4UTfHt,5GuP6isw4DZpsTaucdWkC5,The Least We Can Do Is Wave To Each Other,4.038871290580502,1,1,7.5,0.3143043297111871
Blue Monday,6hHc7Pks7wtBIW8Z6A0iFq,New Order,0yNLKJebCb8Aueb54LYya3,6iHuSGy6pq4tNGFV3ZVPtl,Substance,4.03836428583551,1,1,7.49,0.3136372182046187
Stranger Within - 2008 Remaster,4nVi466qAgKGGsfyFZ5LUU,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,5ueP8JeD2SeNSYzX7ybnPc,Rage in Eden,4.037856603729268,1,1,7.48,0.31296921543324774
Cloudburst Flight,3vGCZR6nHYd3be31turwDA,Tangerine Dream,1BGN1IdyiSR0ZYrkoKNchl,3Fwvk0okeHHvxT5s90mK8T,Force Majeure (Remastered 2018 / Deluxe Version),4.037856603729268,1,1,7.48,0.31296921543324774
World (The Price of Love) - Perfecto Mix,4MkAYyz3GNFbXxCwbTcdUi,New Order,0yNLKJebCb8Aueb54LYya3,2OCcLfOyYhjOiWLBW0dIE2,Best Remixes,4.037348242449437,1,1,7.47,0.31230031901241767
Los Santos City Map,1q9OtIp10Ox2RWSbVfk6Zq,Tangerine Dream,1BGN1IdyiSR0ZYrkoKNchl,2BsaY7QYnmsW2PYVUwNx9a,Recurring Dreams,4.0347961845025715,1,1,7.42,0.3089423480296992
The Game - Extended Mix,2vEm6GoePcYRJvajcAvUsJ,New Order,0yNLKJebCb8Aueb54LYya3,7Hm47KQv4uPp1ijUhmyqea,Complete Music,4.033770542854289,1,1,7.4,0.3075928195451167
Ugly Beauty,5xHPuSBWJKa0dsVTyaFeGl,Thelonious Monk,4PDpGtF16XpqvXxsrFwQnN,5rA4Fhdeq0an7JZR2JRSDn,Underground,4.0332566820592834,1,1,7.39,0.3069166869201099
"Blue Monday '88 - 12"" Version",1nMPAoLnWTBuxH4G5236Ip,New Order,0yNLKJebCb8Aueb54LYya3,0PSWY4XyjTWppfBb0tBtqu,Brotherhood (Collector's Edition),4.021772291526823,1,1,7.17,0.2918056467458192
Superheated - Extended Mix 2,5ZdJxmY7MvDucdHpsYnBGd,New Order,0yNLKJebCb8Aueb54LYya3,7Hm47KQv4uPp1ijUhmyqea,Complete Music,4.019113078435517,1,1,7.12,0.28830668215199684
Memory Motel - 2025 Mix,0orxuykpQD4l66YL8cJksE,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,5wEUIEpxAFSr5fEbQv1fud,Black And Blue (Super Deluxe),4.019113078435517,1,1,7.12,0.28830668215199684
"Touched by the Hand of God - 12"" Version",2VoIwdOVARpL4XCnVEFHUE,New Order,0yNLKJebCb8Aueb54LYya3,0PSWY4XyjTWppfBb0tBtqu,Brotherhood (Collector's Edition),4.018044160712404,1,1,7.1,0.28690021146368955
Sequenze E Frequenze - Live 1988 / Remastered 2020,0lUBWPZWiGQEKNzayTCpxT,Franco Battiato,4lianjyuR1tqf6oUX8kjrZ,4RD4REp6RE2kVZ96Uf1TgB,Giubbe Rosse (Deluxe 30th Anniversary Live & Remastered Edition / Remastered 2020),4.017508572181176,1,1,7.09,0.2861954897120728
Every Bloody Emperor,5lXhPtmylqSnznSAIvLZm4,Van Der Graaf Generator,02frazNrWgZCxUEf4UTfHt,53FDBLUHExEXpd0D0sqYRv,Present,4.015897262346399,1,1,7.06,0.28407534519263006
Brilliant - Blank & Jones Extended Remix 2018 Remaster,6UkJyJsxSRHfpT33hPrMBr,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,49eDZSAR7As1J68vvKNCVI,Extended,4.015897262346399,1,1,7.06,0.28407534519263006
Shouldn't Do That - Disciplined Mix,5g4XZCOWnl418vddo8OZBd,Kajagoogoo,0f3kLT4wvi2mFHlHJgV8Hl,4sdT5KV2MJAik048qExBOs,Crazy People's Right To Speak,4.013196469172111,1,1,7.01,0.2805216699633041
Same Old Story - Extended Version 2018 Remaster,73x5b8fvuCjlqFaMWFmqEb,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,49eDZSAR7As1J68vvKNCVI,Extended,4.011566731148668,1,1,6.98,0.27837727782719524
Torn Curtain,7p0Pk7IJw1c494Qz5lXopE,Television,0S7Zur2g8YhqlzqtlYStli,630o1rKTDsLeIPreOY1jqP,Marquee Moon,4.009382817091552,1,1,6.94,0.2755037066994113
Situation (The Aggressive Attitude Mix) (2018 Remaster),3ir0P6jLdRh7kQUNRIzBhD,Yazoo,1G1mX30GpUJqOr1QU2eBSs,6I5am7n34txDtqIRftZTj3,Four Pieces,4.008286135233681,1,1,6.92,0.2740607042548437
Ho Visto Anche Degli Zingari Felici - Intro; 2006 Digital Remastered,2anxaksNDKJJziakWiDLxq,Claudio Lolli,6x919AU6p0wfsUAdWV6M5K,4dMUtgiuiDgFMVHnb6iYfW,Ho Visto Anche Degli Zingari Felici,4.007736605130681,1,1,6.91,0.27333763832984403
